year,month,state,city,vehicle_category,fuel_type,manufacturer,model_name,registrations
2021,9,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,964
2021,9,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,4921
2021,9,Gujarat,Surat,4W,ICE,Hyundai,Creta,6003
2021,9,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,784
2021,9,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,772
2021,9,Gujarat,Surat,4W,EV,MG Motor,ZS EV,317
2021,9,Gujarat,Surat,2W,ICE,Honda,Activa 6G,4059
2021,9,Gujarat,Surat,2W,ICE,TVS,Jupiter,3320
2021,9,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,819
2021,9,Gujarat,Surat,2W,EV,Ather Energy,450X,609
2021,9,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,9016
2021,9,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,4207
2021,9,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,890
2021,9,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,1189
2021,9,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,991
2021,9,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,3184
2021,9,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,3832
2021,9,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,1007
2021,9,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,557
2021,9,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,7140
2021,9,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,4797
2021,9,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,938
2021,9,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,1149
2021,9,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,820
2021,9,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,8704
2021,9,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,5271
2021,9,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,912
2021,9,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,1047
2021,9,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,5523
2021,9,Kerala,Kochi,4W,ICE,Hyundai,Creta,7784
2021,9,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,519
2021,9,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,487
2021,9,Kerala,Kochi,4W,EV,MG Motor,ZS EV,894
2021,9,Kerala,Kochi,2W,ICE,Honda,Activa 6G,7014
2021,9,Kerala,Kochi,2W,ICE,TVS,Jupiter,3360
2021,9,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,973
2021,9,Kerala,Kochi,2W,EV,Ather Energy,450X,373
2021,9,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,5120
2021,9,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,10296
2021,9,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,929
2021,9,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,565
2021,9,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,478
2021,9,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,2600
2021,9,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,6678
2021,9,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,678
2021,9,Kerala,Trivandrum,2W,EV,Ather Energy,450X,643
2021,10,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,6003
2021,10,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,8336
2021,10,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,466
2021,10,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,764
2021,10,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,1071
2021,10,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,5196
2021,10,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,7352
2021,10,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,496
2021,10,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,1006
2021,10,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,4648
2021,10,Maharashtra,Pune,4W,ICE,Hyundai,Creta,3080
2021,10,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,898
2021,10,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,1200
2021,10,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,445
2021,10,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,4260
2021,10,Maharashtra,Pune,2W,ICE,TVS,Jupiter,7820
2021,10,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,841
2021,10,Maharashtra,Pune,2W,EV,Ather Energy,450X,612
2021,10,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,7866
2021,10,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,3656
2021,10,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,648
2021,10,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,893
2021,10,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,806
2021,10,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,6834
2021,10,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,5082
2021,10,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,829
2021,10,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,564
2021,10,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,3003
2021,10,Delhi,Delhi,4W,ICE,Hyundai,Creta,7840
2021,10,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,972
2021,10,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,1129
2021,10,Delhi,Delhi,4W,EV,MG Motor,ZS EV,495
2021,10,Delhi,Delhi,2W,ICE,Honda,Activa 6G,3870
2021,10,Delhi,Delhi,2W,ICE,TVS,Jupiter,3546
2021,10,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,1126
2021,10,Delhi,Delhi,2W,EV,Ather Energy,450X,691
2021,10,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,8307
2021,10,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,4248
2021,10,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,450
2021,10,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,505
2021,10,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,544
2021,10,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6240
2021,10,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,3480
2021,10,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,1034
2021,10,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,695
2021,10,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,5760
2021,10,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,5792
2021,10,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,1086
2021,10,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,1090
2021,10,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,314
2021,10,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,5888
2021,10,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,5984
2021,10,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,591
2021,10,Karnataka,Mysuru,2W,EV,Ather Energy,450X,431
2021,10,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,9324
2021,10,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,9370
2021,10,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,589
2021,10,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,426
2021,10,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,828
2021,10,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,4542
2021,10,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,5394
2021,10,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,833
2021,10,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,894
2021,10,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,7896
2021,10,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,8370
2021,10,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,390
2021,10,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,566
2021,10,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,337
2021,10,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,2802
2021,10,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,3516
2021,10,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,339
2021,10,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,1185
2021,10,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,6040
2021,10,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,6040
2021,10,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,546
2021,10,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,1053
2021,10,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,675
2021,10,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,7947
2021,10,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,3393
2021,10,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,841
2021,10,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,776
2021,10,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,3366
2021,10,Gujarat,Surat,4W,ICE,Hyundai,Creta,5159
2021,10,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,591
2021,10,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,626
2021,10,Gujarat,Surat,4W,EV,MG Motor,ZS EV,997
2021,10,Gujarat,Surat,2W,ICE,Honda,Activa 6G,3534
2021,10,Gujarat,Surat,2W,ICE,TVS,Jupiter,10860
2021,10,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,831
2021,10,Gujarat,Surat,2W,EV,Ather Energy,450X,1121
2021,10,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,2406
2021,10,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,4092
2021,10,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,636
2021,10,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,1165
2021,10,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,410
2021,10,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,6762
2021,10,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,4812
2021,10,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,1169
2021,10,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,937
2021,10,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,3090
2021,10,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,6072
2021,10,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,469
2021,10,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,319
2021,10,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,562
2021,10,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,5992
2021,10,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,6834
2021,10,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,1156
2021,10,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,835
2021,10,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,8456
2021,10,Kerala,Kochi,4W,ICE,Hyundai,Creta,3514
2021,10,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,662
2021,10,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,434
2021,10,Kerala,Kochi,4W,EV,MG Motor,ZS EV,925
2021,10,Kerala,Kochi,2W,ICE,Honda,Activa 6G,6240
2021,10,Kerala,Kochi,2W,ICE,TVS,Jupiter,9830
2021,10,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,616
2021,10,Kerala,Kochi,2W,EV,Ather Energy,450X,706
2021,10,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,10719
2021,10,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,4122
2021,10,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,985
2021,10,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,328
2021,10,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,1097
2021,10,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,3008
2021,10,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,11180
2021,10,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,510
2021,10,Kerala,Trivandrum,2W,EV,Ather Energy,450X,367
2021,11,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,9864
2021,11,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,10107
2021,11,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,1018
2021,11,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,542
2021,11,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,348
2021,11,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,4781
2021,11,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,10290
2021,11,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,470
2021,11,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,386
2021,11,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,5418
2021,11,Maharashtra,Pune,4W,ICE,Hyundai,Creta,7352
2021,11,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,846
2021,11,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,969
2021,11,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,679
2021,11,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,4520
2021,11,Maharashtra,Pune,2W,ICE,TVS,Jupiter,3840
2021,11,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,855
2021,11,Maharashtra,Pune,2W,EV,Ather Energy,450X,611
2021,11,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,4716
2021,11,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,3906
2021,11,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,486
2021,11,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,559
2021,11,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,659
2021,11,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,6516
2021,11,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,7546
2021,11,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,1026
2021,11,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,1062
2021,11,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,3024
2021,11,Delhi,Delhi,4W,ICE,Hyundai,Creta,3031
2021,11,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,302
2021,11,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,461
2021,11,Delhi,Delhi,4W,EV,MG Motor,ZS EV,1151
2021,11,Delhi,Delhi,2W,ICE,Honda,Activa 6G,3996
2021,11,Delhi,Delhi,2W,ICE,TVS,Jupiter,6903
2021,11,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,337
2021,11,Delhi,Delhi,2W,EV,Ather Energy,450X,659
2021,11,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,3177
2021,11,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,5894
2021,11,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,914
2021,11,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,718
2021,11,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,773
2021,11,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6480
2021,11,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,7030
2021,11,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,411
2021,11,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,642
2021,11,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,6606
2021,11,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,6804
2021,11,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,1071
2021,11,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,487
2021,11,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,1101
2021,11,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,2624
2021,11,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,8240
2021,11,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,535
2021,11,Karnataka,Mysuru,2W,EV,Ather Energy,450X,501
2021,11,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,3010
2021,11,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,7888
2021,11,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,1082
2021,11,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,1068
2021,11,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,1185
2021,11,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,8955
2021,11,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,10090
2021,11,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,538
2021,11,Tamil Nadu,Chennai,2W,EV,Ather Energy,450X,893
2021,11,Tamil Nadu,Coimbatore,4W,ICE,Maruti Suzuki,Swift,6306
2021,11,Tamil Nadu,Coimbatore,4W,ICE,Hyundai,Creta,6544
2021,11,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Nexon EV,662
2021,11,Tamil Nadu,Coimbatore,4W,EV,Tata Motors,Tiago EV,712
2021,11,Tamil Nadu,Coimbatore,4W,EV,MG Motor,ZS EV,689
2021,11,Tamil Nadu,Coimbatore,2W,ICE,Honda,Activa 6G,4734
2021,11,Tamil Nadu,Coimbatore,2W,ICE,TVS,Jupiter,2910
2021,11,Tamil Nadu,Coimbatore,2W,EV,Ola Electric,S1 Pro,663
2021,11,Tamil Nadu,Coimbatore,2W,EV,Ather Energy,450X,422
2021,11,Gujarat,Ahmedabad,4W,ICE,Maruti Suzuki,Swift,2891
2021,11,Gujarat,Ahmedabad,4W,ICE,Hyundai,Creta,3897
2021,11,Gujarat,Ahmedabad,4W,EV,Tata Motors,Nexon EV,313
2021,11,Gujarat,Ahmedabad,4W,EV,Tata Motors,Tiago EV,1090
2021,11,Gujarat,Ahmedabad,4W,EV,MG Motor,ZS EV,404
2021,11,Gujarat,Ahmedabad,2W,ICE,Honda,Activa 6G,7959
2021,11,Gujarat,Ahmedabad,2W,ICE,TVS,Jupiter,11250
2021,11,Gujarat,Ahmedabad,2W,EV,Ola Electric,S1 Pro,568
2021,11,Gujarat,Ahmedabad,2W,EV,Ather Energy,450X,562
2021,11,Gujarat,Surat,4W,ICE,Maruti Suzuki,Swift,7544
2021,11,Gujarat,Surat,4W,ICE,Hyundai,Creta,6800
2021,11,Gujarat,Surat,4W,EV,Tata Motors,Nexon EV,808
2021,11,Gujarat,Surat,4W,EV,Tata Motors,Tiago EV,992
2021,11,Gujarat,Surat,4W,EV,MG Motor,ZS EV,623
2021,11,Gujarat,Surat,2W,ICE,Honda,Activa 6G,5224
2021,11,Gujarat,Surat,2W,ICE,TVS,Jupiter,5110
2021,11,Gujarat,Surat,2W,EV,Ola Electric,S1 Pro,774
2021,11,Gujarat,Surat,2W,EV,Ather Energy,450X,785
2021,11,Uttar Pradesh,Noida,4W,ICE,Maruti Suzuki,Swift,8010
2021,11,Uttar Pradesh,Noida,4W,ICE,Hyundai,Creta,3880
2021,11,Uttar Pradesh,Noida,4W,EV,Tata Motors,Nexon EV,1099
2021,11,Uttar Pradesh,Noida,4W,EV,Tata Motors,Tiago EV,797
2021,11,Uttar Pradesh,Noida,4W,EV,MG Motor,ZS EV,600
2021,11,Uttar Pradesh,Noida,2W,ICE,Honda,Activa 6G,6648
2021,11,Uttar Pradesh,Noida,2W,ICE,TVS,Jupiter,5640
2021,11,Uttar Pradesh,Noida,2W,EV,Ola Electric,S1 Pro,618
2021,11,Uttar Pradesh,Noida,2W,EV,Ather Energy,450X,1124
2021,11,Uttar Pradesh,Lucknow,4W,ICE,Maruti Suzuki,Swift,6713
2021,11,Uttar Pradesh,Lucknow,4W,ICE,Hyundai,Creta,3486
2021,11,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Nexon EV,364
2021,11,Uttar Pradesh,Lucknow,4W,EV,Tata Motors,Tiago EV,583
2021,11,Uttar Pradesh,Lucknow,4W,EV,MG Motor,ZS EV,970
2021,11,Uttar Pradesh,Lucknow,2W,ICE,Honda,Activa 6G,7889
2021,11,Uttar Pradesh,Lucknow,2W,ICE,TVS,Jupiter,9504
2021,11,Uttar Pradesh,Lucknow,2W,EV,Ola Electric,S1 Pro,1141
2021,11,Uttar Pradesh,Lucknow,2W,EV,Ather Energy,450X,864
2021,11,Kerala,Kochi,4W,ICE,Maruti Suzuki,Swift,2219
2021,11,Kerala,Kochi,4W,ICE,Hyundai,Creta,3192
2021,11,Kerala,Kochi,4W,EV,Tata Motors,Nexon EV,638
2021,11,Kerala,Kochi,4W,EV,Tata Motors,Tiago EV,666
2021,11,Kerala,Kochi,4W,EV,MG Motor,ZS EV,721
2021,11,Kerala,Kochi,2W,ICE,Honda,Activa 6G,10640
2021,11,Kerala,Kochi,2W,ICE,TVS,Jupiter,2526
2021,11,Kerala,Kochi,2W,EV,Ola Electric,S1 Pro,1108
2021,11,Kerala,Kochi,2W,EV,Ather Energy,450X,410
2021,11,Kerala,Trivandrum,4W,ICE,Maruti Suzuki,Swift,8120
2021,11,Kerala,Trivandrum,4W,ICE,Hyundai,Creta,7740
2021,11,Kerala,Trivandrum,4W,EV,Tata Motors,Nexon EV,1199
2021,11,Kerala,Trivandrum,4W,EV,Tata Motors,Tiago EV,687
2021,11,Kerala,Trivandrum,4W,EV,MG Motor,ZS EV,1093
2021,11,Kerala,Trivandrum,2W,ICE,Honda,Activa 6G,10260
2021,11,Kerala,Trivandrum,2W,ICE,TVS,Jupiter,5520
2021,11,Kerala,Trivandrum,2W,EV,Ola Electric,S1 Pro,855
2021,11,Kerala,Trivandrum,2W,EV,Ather Energy,450X,703
2021,12,Maharashtra,Mumbai,4W,ICE,Maruti Suzuki,Swift,7196
2021,12,Maharashtra,Mumbai,4W,ICE,Hyundai,Creta,4710
2021,12,Maharashtra,Mumbai,4W,EV,Tata Motors,Nexon EV,981
2021,12,Maharashtra,Mumbai,4W,EV,Tata Motors,Tiago EV,1098
2021,12,Maharashtra,Mumbai,4W,EV,MG Motor,ZS EV,502
2021,12,Maharashtra,Mumbai,2W,ICE,Honda,Activa 6G,6312
2021,12,Maharashtra,Mumbai,2W,ICE,TVS,Jupiter,9050
2021,12,Maharashtra,Mumbai,2W,EV,Ola Electric,S1 Pro,732
2021,12,Maharashtra,Mumbai,2W,EV,Ather Energy,450X,870
2021,12,Maharashtra,Pune,4W,ICE,Maruti Suzuki,Swift,2844
2021,12,Maharashtra,Pune,4W,ICE,Hyundai,Creta,6858
2021,12,Maharashtra,Pune,4W,EV,Tata Motors,Nexon EV,978
2021,12,Maharashtra,Pune,4W,EV,Tata Motors,Tiago EV,845
2021,12,Maharashtra,Pune,4W,EV,MG Motor,ZS EV,606
2021,12,Maharashtra,Pune,2W,ICE,Honda,Activa 6G,3584
2021,12,Maharashtra,Pune,2W,ICE,TVS,Jupiter,3536
2021,12,Maharashtra,Pune,2W,EV,Ola Electric,S1 Pro,1042
2021,12,Maharashtra,Pune,2W,EV,Ather Energy,450X,876
2021,12,Maharashtra,Nagpur,4W,ICE,Maruti Suzuki,Swift,11990
2021,12,Maharashtra,Nagpur,4W,ICE,Hyundai,Creta,7840
2021,12,Maharashtra,Nagpur,4W,EV,Tata Motors,Nexon EV,1106
2021,12,Maharashtra,Nagpur,4W,EV,Tata Motors,Tiago EV,619
2021,12,Maharashtra,Nagpur,4W,EV,MG Motor,ZS EV,686
2021,12,Maharashtra,Nagpur,2W,ICE,Honda,Activa 6G,3056
2021,12,Maharashtra,Nagpur,2W,ICE,TVS,Jupiter,4330
2021,12,Maharashtra,Nagpur,2W,EV,Ola Electric,S1 Pro,899
2021,12,Maharashtra,Nagpur,2W,EV,Ather Energy,450X,617
2021,12,Delhi,Delhi,4W,ICE,Maruti Suzuki,Swift,7650
2021,12,Delhi,Delhi,4W,ICE,Hyundai,Creta,4956
2021,12,Delhi,Delhi,4W,EV,Tata Motors,Nexon EV,443
2021,12,Delhi,Delhi,4W,EV,Tata Motors,Tiago EV,596
2021,12,Delhi,Delhi,4W,EV,MG Motor,ZS EV,859
2021,12,Delhi,Delhi,2W,ICE,Honda,Activa 6G,6426
2021,12,Delhi,Delhi,2W,ICE,TVS,Jupiter,3798
2021,12,Delhi,Delhi,2W,EV,Ola Electric,S1 Pro,339
2021,12,Delhi,Delhi,2W,EV,Ather Energy,450X,664
2021,12,Karnataka,Bengaluru,4W,ICE,Maruti Suzuki,Swift,5390
2021,12,Karnataka,Bengaluru,4W,ICE,Hyundai,Creta,4410
2021,12,Karnataka,Bengaluru,4W,EV,Tata Motors,Nexon EV,603
2021,12,Karnataka,Bengaluru,4W,EV,Tata Motors,Tiago EV,828
2021,12,Karnataka,Bengaluru,4W,EV,MG Motor,ZS EV,912
2021,12,Karnataka,Bengaluru,2W,ICE,Honda,Activa 6G,6888
2021,12,Karnataka,Bengaluru,2W,ICE,TVS,Jupiter,3180
2021,12,Karnataka,Bengaluru,2W,EV,Ola Electric,S1 Pro,1127
2021,12,Karnataka,Bengaluru,2W,EV,Ather Energy,450X,576
2021,12,Karnataka,Mysuru,4W,ICE,Maruti Suzuki,Swift,5180
2021,12,Karnataka,Mysuru,4W,ICE,Hyundai,Creta,2310
2021,12,Karnataka,Mysuru,4W,EV,Tata Motors,Nexon EV,409
2021,12,Karnataka,Mysuru,4W,EV,Tata Motors,Tiago EV,941
2021,12,Karnataka,Mysuru,4W,EV,MG Motor,ZS EV,381
2021,12,Karnataka,Mysuru,2W,ICE,Honda,Activa 6G,7287
2021,12,Karnataka,Mysuru,2W,ICE,TVS,Jupiter,4221
2021,12,Karnataka,Mysuru,2W,EV,Ola Electric,S1 Pro,1035
2021,12,Karnataka,Mysuru,2W,EV,Ather Energy,450X,1121
2021,12,Tamil Nadu,Chennai,4W,ICE,Maruti Suzuki,Swift,5556
2021,12,Tamil Nadu,Chennai,4W,ICE,Hyundai,Creta,9870
2021,12,Tamil Nadu,Chennai,4W,EV,Tata Motors,Nexon EV,1008
2021,12,Tamil Nadu,Chennai,4W,EV,Tata Motors,Tiago EV,801
2021,12,Tamil Nadu,Chennai,4W,EV,MG Motor,ZS EV,606
2021,12,Tamil Nadu,Chennai,2W,ICE,Honda,Activa 6G,4032
2021,12,Tamil Nadu,Chennai,2W,ICE,TVS,Jupiter,8520
2021,12,Tamil Nadu,Chennai,2W,EV,Ola Electric,S1 Pro,310
